DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,EX_DIVIDEND,SPLIT_RATIO,ADJ_OPEN,ADJ_HIGH,ADJ_LOW,ADJ_CLOSE,ADJ_VOLUME,
5/2/2017,147.54,148.09,146.84,147.51,45352194,0,1,146.9386919,147.4864504,146.2415448,146.9088142,45352194,147.51
5/1/2017,145.1,147.2,144.96,146.58,33602943,0,1,144.5086363,146.6000776,144.3692069,145.9826045,33602943,146.58
4/28/2017,144.09,144.3,143.27,143.65,20860358,0,1,143.5027526,143.7118968,142.6860946,143.0645459,20860358,143.65
4/27/2017,143.9225,144.16,143.31,143.79,14246347,0,1,143.3359353,143.5724673,142.7259316,143.2039753,14246347,143.79
4/26/2017,144.47,144.6,143.3762,143.68,20041241,0,1,143.8812039,144.0106741,142.7918618,143.0944236,20041241,143.68
4/25/2017,143.91,144.9,143.87,144.53,18871501,0,1,143.3234862,144.3094514,143.2836492,143.9409594,18871501,144.53
4/24/2017,143.5,143.95,143.18,143.64,17116599,0,1,142.9151572,143.3633232,142.5964614,143.0545866,17116599,143.64
4/21/2017,142.44,142.68,141.85,142.27,17320928,0,1,141.8594773,142.0984992,141.2718819,141.6901701,17320928,142.27
4/20/2017,141.22,142.92,141.16,142.44,23319562,0,1,140.6444495,142.337521,140.584694,141.8594773,23319562,142.44
4/19/2017,141.88,142,140.45,140.68,17328375,0,1,141.3017596,141.4212705,139.8775877,140.1066503,17328375,140.68
4/18/2017,141.41,142.04,141.11,141.2,14697544,0,1,140.8336751,141.4611075,140.5348978,140.624531,14697544,141.2
4/17/2017,141.48,141.88,140.87,141.83,16582094,0,1,140.9033898,141.3017596,140.2958759,141.2519634,16582094,141.83
4/13/2017,141.91,142.38,141.05,141.05,17822880,0,1,141.3316373,141.7997218,140.4751423,140.4751423,17822880,141.05
4/12/2017,141.6,142.15,141.01,141.8,20350000,0,1,141.0229008,141.5706592,140.4353053,141.2220857,20350000,141.8
4/11/2017,142.94,143.35,140.06,141.63,30379376,0,1,142.3574395,142.7657685,139.4891771,141.0527785,30379376,141.63
4/10/2017,143.6,143.8792,142.9,143.17,18933397,0,1,143.0147496,143.2928117,142.3176025,142.5865021,18933397,143.17
4/7/2017,143.73,144.18,143.27,143.34,16658543,0,1,143.1442198,143.5923858,142.6860946,142.7558093,16658543,143.34
4/6/2017,144.29,144.52,143.45,143.66,21149034,0,1,143.7019375,143.9310001,142.865361,143.0745051,21149034,143.66
4/5/2017,144.22,145.46,143.81,144.02,27717854,0,1,143.6322228,144.8671691,143.2238938,143.4330379,27717854,144.02
4/4/2017,143.25,144.89,143.17,144.77,19891354,0,1,142.6661761,144.2994922,142.5865021,144.1799812,19891354,144.77
4/3/2017,143.71,144.12,143.05,143.7,19985714,0,1,143.1243013,143.5326304,142.4669912,143.1143421,19985714,143.7
3/31/2017,143.72,144.27,143.01,143.66,19661651,0,1,143.1342606,143.682019,142.4271542,143.0745051,19661651,143.66
3/30/2017,144.19,144.5,143.5,143.93,21207252,0,1,143.6023451,143.9110816,142.9151572,143.3434047,21207252,143.93
3/29/2017,143.68,144.49,143.19,144.12,29189955,0,1,143.0944236,143.9011224,142.6064206,143.5326304,29189955,144.12
3/28/2017,140.91,144.04,140.62,143.8,33374805,0,1,140.3357129,143.4529564,140.0468948,143.2139345,33374805,143.8
3/27/2017,139.39,141.22,138.62,140.88,23575094,0,1,138.8219078,140.6444495,138.0550459,140.3058352,23575094,140.88
3/24/2017,141.5,141.74,140.35,140.64,22395563,0,1,140.9233083,141.1623302,139.7779952,140.0668133,22395563,140.64
3/23/2017,141.26,141.5844,140.61,140.92,20346301,0,1,140.6842865,141.0073643,140.0369356,140.3456721,20346301,140.92
3/22/2017,139.845,141.6,139.76,141.42,25860165,0,1,139.2750534,141.0229008,139.1903998,140.8436344,25860165,141.42
3/21/2017,142.11,142.8,139.73,139.84,39529912,0,1,141.5308222,142.2180101,139.1605221,139.2700737,39529912,139.84
3/20/2017,140.4,141.5,140.23,141.46,21542038,0,1,139.8277914,140.9233083,139.6584843,140.8834713,21542038,141.46
3/17/2017,141,141,139.89,139.99,43884952,0,1,140.4253461,140.4253461,139.31987,139.4194624,43884952,139.99
3/16/2017,140.72,141.02,140.26,140.69,19231998,0,1,140.1464873,140.4452646,139.688362,140.1166095,19231998,140.69
3/15/2017,139.41,140.7501,139.025,140.46,25691774,0,1,138.8418262,140.1764646,138.4583953,139.8875469,25691774,140.46
3/14/2017,139.3,139.65,138.84,138.99,15309065,0,1,138.7322746,139.0808481,138.2741493,138.423538,15309065,138.99
